Sale Date,Client Name,Address,City,State,Zip,Email,Sales Amount,Product Type,Status,Lead Source,Sales Person,Commission Pct.,Notes,Commission Amount,Sale Month
8/18/24,Georgianne Belfield,453 Tennyson Point,Valdosta,GA,31605,gbelfieldoo@skype.com,"$6,546",38lb bond,Delivered,Cold Call,Danny Cordray,10.00%,,$654.60,Aug 2024
8/18/24,Jarrett Grenville,7388 New Castle Lane,Wilmington,DE,19810,jgrenvillepd@google.com,"$7,216",HQ 28lb bond,Delivered,Cold Call,Stanley Hudson,10.00%,,$721.60,Aug 2024
8/19/24,Ermentrude Broadfield,68 Heath Point,Washington,DC,20260,ebroadfieldfw@sciencedirect.com,"$2,135",38lb bond,Delivered,Cold Call,Jim Halpert,10.00%,,$213.50,Aug 2024
8/20/24,Retha Rolse,689 Spaight Junction,Dallas,TX,75226,rrolse6y@imageshack.us,"$1,026",Ultra-White Cardstock,Delivered,Yellow Pages,Pam Halpert,10.00%,,$102.60,Aug 2024
8/20/24,Esme Whayman,04853 Darwin Terrace,Saint Louis,MO,63167,ewhayman9t@hc360.com,"$5,969",Airstream Deluze A4,Delivered,Cold Call,Dwight Schrute,10.00%,,$596.90,Aug 2024
8/20/24,Lisabeth Swatten,68492 Hoffman Hill,Fresno,CA,93762,lswattenqj@upenn.edu,"$9,506",Airstream Deluze A4,Delivered,Cold Call,Stanley Hudson,10.00%,,$950.60,Aug 2024
8/21/24,Sherwynd Miguel,6 Brickson Park Circle,Akron,OH,44305,smiguel3s@tuttocitta.it,"$9,317",65lb cover stock,Delivered,Cold Call,Phyllis Vance,10.00%,,$931.70,Aug 2024
8/21/24,Aymer Powell,07 Pankratz Plaza,Baltimore,MD,21203,apowell7k@goo.gl,"$8,606",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$860.60,Aug 2024
8/21/24,Elana Esom,90032 Sunnyside Hill,Portland,OR,97216,eesomoi@japanpost.jp,"$4,657",65lb cover stock,Delivered,Cold Call,Pam Halpert,10.00%,,$465.70,Aug 2024
8/21/24,Galen St Leger,6869 Monument Junction,Manassas,VA,22111,gstr1@cnet.com,"$9,716",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$971.60,Aug 2024
8/23/24,Tonie Imrie,52937 Vera Drive,New Orleans,LA,70142,timrie7p@barnesandnoble.com,"$4,106",HQ 28lb bond,Delivered,Cold Call,Jim Halpert,10.00%,,$410.60,Aug 2024
8/24/24,Gregory Leitche,58442 Ilene Drive,Washington,DC,20010,gleitche28@amazon.co.uk,"$7,142",Ultra-White Cardstock,Delivered,Client Referral,Danny Cordray,10.00%,,$714.20,Aug 2024
8/24/24,Marve Tuxell,24222 Rusk Point,Monticello,MN,55565,mtuxell74@bandcamp.com,"$6,718",20lb letter stock,Delivered,Cold Call,Karen Filippelli,10.00%,,$671.80,Aug 2024
8/24/24,Tracy Ollive,033 Fisk Lane,Reading,PA,19605,tollive9k@t.co,"$4,105",38lb bond,Delivered,Inbound Call,Andy Bernard,10.00%,,$410.50,Aug 2024
8/24/24,Adelle Teanby,8419 Brentwood Court,Kansas City,MO,64144,ateanbymi@google.com.au,"$4,076",38lb bond,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$407.60,Aug 2024
8/25/24,Christy Sumnall,96 Evergreen Plaza,Washington,DC,20414,csumnall7j@unesco.org,"$2,271",Ultra-White Cardstock,Delivered,Cold Call,Phyllis Vance,10.00%,,$227.10,Aug 2024
8/26/24,Cthrine Elvins,2 Huxley Park,Buffalo,NY,14220,celvins8u@shutterfly.com,"$4,456",Airstream Deluze A4,Delivered,Inbound Call,Dwight Schrute,10.00%,,$445.60,Aug 2024
8/26/24,Jessalin Beccles,92 Texas Plaza,San Antonio,TX,78235,jbeccles9v@alibaba.com,"$3,690",38lb bond,Delivered,Inbound Call,Dwight Schrute,10.00%,,$369.00,Aug 2024
8/26/24,Tate Kleimt,99 Stang Center,Jacksonville,FL,32277,tkleimtim@usda.gov,"$1,794",Premium Copy Paper,Delivered,Ryan's Website,Phyllis Vance,10.00%,,$179.40,Aug 2024
8/27/24,Adrea Caldairou,9817 Nelson Pass,Washington,DC,20546,acaldairouhn@homestead.com,"$4,739",65lb cover stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$473.90,Aug 2024
8/28/24,Cassie Smorfit,9 Glacier Hill Crossing,Anderson,IN,46015,csmorfit6f@storify.com,"$6,889",20lb letter stock,Delivered,Inbound Call,Pam Halpert,10.00%,,$688.90,Aug 2024
8/29/24,Loralyn Domke,817 Namekagon Hill,Dallas,TX,75342,ldomke1m@ning.com,"$6,806",38lb bond,Delivered,Client Referral,Dwight Schrute,10.00%,,$680.60,Aug 2024
8/29/24,Dick Dimbleby,04 Packers Terrace,Atlanta,GA,30343,ddimbleby78@blog.com,"$1,850",38lb bond,Delivered,Yellow Pages,Stanley Hudson,10.00%,,$185.00,Aug 2024
8/29/24,Sabrina Illsley,68886 Sunfield Point,Washington,DC,20016,sillsleyqr@indiegogo.com,"$5,040",38lb bond,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$504.00,Aug 2024
8/30/24,Sergent Kimbly,5787 Monument Avenue,Fairfax,VA,22036,skimblyo4@loc.gov,"$1,338",Ultra-White Cardstock,Delivered,Cold Call,Stanley Hudson,10.00%,,$133.80,Aug 2024
8/30/24,Adelina Hradsky,33 Forest Dale Circle,Edmond,OK,73034,ahradskyqk@tripadvisor.com,"$9,694",38lb bond,Delivered,Ryan's Website,Stanley Hudson,10.00%,,$969.40,Aug 2024
8/31/24,Myrtice Avieson,05759 Superior Junction,Sioux City,IA,51105,mavieson6d@linkedin.com,"$3,095",20lb letter stock,Delivered,Cold Call,Danny Cordray,10.00%,,$309.50,Aug 2024
8/31/24,Pennie Layzell,99754 Hudson Way,Conroe,TX,77305,playzelldb@independent.co.uk,"$9,213",HQ 28lb bond,Delivered,Inbound Call,Jim Halpert,10.00%,,$921.30,Aug 2024
8/31/24,Vale Harmston,8449 Calypso Alley,Fargo,ND,58122,vharmstonjw@wordpress.com,"$3,612",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$361.20,Aug 2024
8/31/24,Cobby Lennard,8 7th Lane,Madison,WI,53710,clennardm3@dailymail.co.uk,"$9,979",Sticky Quips,Delivered,Client Referral,Stanley Hudson,10.00%,,$997.90,Aug 2024
9/1/24,Lori Penylton,6983 Old Shore Alley,Young America,MN,55551,lpenylton1@webnode.com,"$8,094",38lb bond,Delivered,Cold Call,Jim Halpert,10.00%,,$809.40,Sep 2024
9/1/24,Nita Eland,7149 Hazelcrest Lane,Wichita,KS,67236,neland86@fastcompany.com,"$3,020",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$302.00,Sep 2024
9/1/24,Wandie Dobrowolny,8751 Heffernan Pass,Cleveland,OH,44191,wdobrowolnya4@amazon.de,"$4,149",20lb letter stock,Delivered,Ryan's Website,Dwight Schrute,10.00%,,$414.90,Sep 2024
9/1/24,Ashlin Ormes,0 Petterle Hill,Kansas City,MO,64114,aormesdg@nationalgeographic.com,"$6,483",65lb cover stock,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$648.30,Sep 2024
9/1/24,Frayda Russell,6 Mitchell Avenue,Los Angeles,CA,90040,frussellhx@nifty.com,"$2,777",38lb bond,Delivered,Ryan's Website,Stanley Hudson,10.00%,,$277.70,Sep 2024
9/1/24,Cleve Skull,8 Sycamore Way,Tampa,FL,33633,cskullnx@yahoo.com,"$3,296",Airstream Deluze A4,Delivered,Cold Call,Jim Halpert,10.00%,,$329.60,Sep 2024
9/2/24,Donny Brace,959 Oriole Point,Lansing,MI,48901,dbrace3i@foxnews.com,"$6,785",65lb cover stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$678.50,Sep 2024
9/2/24,Leigha Bilbee,34 Graedel Lane,Newark,DE,19725,lbilbeemu@hexun.com,"$3,852",Airstream Deluze A4,Delivered,Inbound Call,Stanley Hudson,10.00%,,$385.20,Sep 2024
9/2/24,Bax Vairow,399 Di Loreto Point,Orlando,FL,32819,bvairowp0@reddit.com,"$9,022",20lb letter stock,Delivered,Client Referral,Jim Halpert,10.00%,,$902.20,Sep 2024
9/3/24,Sonia Gooda,79209 Muir Terrace,Winter Haven,FL,33884,sgoodadj@princeton.edu,"$8,454",Airstream Deluze A4,Delivered,Cold Call,Dwight Schrute,10.00%,,$845.40,Sep 2024
9/3/24,Eileen Balazot,14374 Hooker Alley,New York City,NY,10150,ebalazotiw@ezinearticles.com,"$6,060",Ultra-White Cardstock,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$606.00,Sep 2024
9/3/24,Tiffie Olrenshaw,2002 Summer Ridge Parkway,Washington,DC,20073,tolrenshawqm@webnode.com,"$6,382",65lb cover stock,Delivered,Cold Call,Stanley Hudson,10.00%,,$638.20,Sep 2024
9/4/24,Cobb Braden,3 Pond Crossing,Anaheim,CA,92805,cbraden3h@accuweather.com,"$8,010",Airstream Deluze A4,Delivered,Client Referral,Stanley Hudson,10.00%,,$801.00,Sep 2024
9/4/24,Mirabelle Philipp,64 Ilene Point,Naples,FL,34114,mphilippf3@slate.com,"$1,418",20lb letter stock,Delivered,Purchased Leads,Jim Halpert,10.00%,,$141.80,Sep 2024
9/5/24,Freeland Grieswood,17 Bunting Street,Miami,FL,33261,fgrieswood83@imageshack.us,"$6,302",Sticky Quips,Delivered,Cold Call,Jim Halpert,10.00%,,$630.20,Sep 2024
9/5/24,Aubry Rewcassell,22 Straubel Circle,Bradenton,FL,34205,arewcassellm2@marketwatch.com,"$6,105",Premium Copy Paper,Delivered,Cold Call,Dwight Schrute,10.00%,,$610.50,Sep 2024
9/6/24,Andromache Pattesall,35888 Havey Hill,Tulsa,OK,74156,apattesall4z@irs.gov,"$7,435",Sticky Quips,Delivered,Ryan's Website,Jim Halpert,10.00%,,$743.50,Sep 2024
9/6/24,Rey Cavee,009 Claremont Terrace,Chicago,IL,60641,rcaveedm@nationalgeographic.com,"$9,350",38lb bond,Delivered,Cold Call,Karen Filippelli,10.00%,,$935.00,Sep 2024
9/7/24,Harriot Mutlow,96 Farmco Street,Saint Paul,MN,55115,hmutlow7r@scientificamerican.com,"$5,937",Airstream Deluze A4,Delivered,Ryan's Website,Phyllis Vance,10.00%,,$593.70,Sep 2024
9/7/24,Angelle Billany,036 Warner Lane,New York City,NY,10270,abillanyld@smugmug.com,"$5,623",HQ 28lb bond,Delivered,Yellow Pages,Pam Halpert,10.00%,,$562.30,Sep 2024
9/8/24,Erv Berriball,24 Cambridge Park,Pittsburgh,PA,15220,eberriball3b@sourceforge.net,"$8,802",20lb letter stock,Delivered,Cold Call,Andy Bernard,10.00%,,$880.20,Sep 2024
9/10/24,Rhonda Handman,87791 Bashford Junction,Saint Paul,MN,55188,rhandmanho@networksolutions.com,"$4,376",Airstream Deluze A4,Delivered,Cold Call,Dwight Schrute,10.00%,,$437.60,Sep 2024
9/10/24,Deidre Bern,62739 Summerview Trail,Nashville,TN,37205,dbernlc@123-reg.co.uk,"$2,494",38lb bond,Delivered,Client Referral,Jim Halpert,10.00%,,$249.40,Sep 2024
9/11/24,Dolley Atheis,03719 High Crossing Park,Nashville,TN,37215,datheisdl@hatena.ne.jp,"$7,280",20lb letter stock,Delivered,Ryan's Website,Jim Halpert,10.00%,,$728.00,Sep 2024
9/11/24,Shanan Trevains,40279 Redwing Park,Saint Louis,MO,63116,strevainsdx@google.cn,"$3,149",38lb bond,Delivered,Inbound Call,Jim Halpert,10.00%,,$314.90,Sep 2024
9/11/24,Carrol Herculson,02549 Fallview Street,Dallas,TX,75358,cherculsonit@jugem.jp,"$9,517",38lb bond,Delivered,Inbound Call,Phyllis Vance,10.00%,,$951.70,Sep 2024
9/11/24,Flossi Rubin,68 Coleman Plaza,Topeka,KS,66606,frubinmv@bloomberg.com,"$3,355",38lb bond,Delivered,Ryan's Website,Dwight Schrute,10.00%,,$335.50,Sep 2024
9/12/24,Freeman Skeats,303 Bartelt Alley,Denton,TX,76210,fskeats9m@nba.com,"$9,949",20lb letter stock,Delivered,Client Referral,Phyllis Vance,10.00%,,$994.90,Sep 2024
9/12/24,Marmaduke Critzen,2 Fair Oaks Crossing,Glendale,CA,91205,mcritzenkr@alexa.com,"$2,337",65lb cover stock,Delivered,Ryan's Website,Pam Halpert,10.00%,,$233.70,Sep 2024
9/13/24,Mersey Deeny,92612 Debra Pass,Louisville,KY,40256,mdeeny4m@dailymail.co.uk,"$1,596",Airstream Deluze A4,Delivered,Cold Call,Danny Cordray,10.00%,,$159.60,Sep 2024
9/13/24,Rivy Dallan,1 Dorton Terrace,Tacoma,WA,98442,rdallanhw@dot.gov,"$9,053",65lb cover stock,Delivered,Ryan's Website,Phyllis Vance,10.00%,,$905.30,Sep 2024
9/13/24,Myrna Clulee,603 Randy Crossing,Dayton,OH,45432,mcluleen3@stumbleupon.com,"$6,935",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$693.50,Sep 2024
9/14/24,Joanie McGuigan,0760 Armistice Junction,Norfolk,VA,23504,jmcguigan25@omniture.com,"$7,270",65lb cover stock,Delivered,Client Referral,Stanley Hudson,10.00%,,$727.00,Sep 2024
9/14/24,Marja Ledner,90194 Darwin Parkway,Omaha,NE,68117,mledner8w@nifty.com,"$1,811",Ultra-White Cardstock,Delivered,Cold Call,Stanley Hudson,10.00%,,$181.10,Sep 2024
9/15/24,Trefor Fattore,2983 Declaration Point,Portland,ME,4109,tfattore5h@webs.com,"$4,293",Ultra-White Cardstock,Delivered,Client Referral,Andy Bernard,10.00%,,$429.30,Sep 2024
9/15/24,Jordanna Berndt,3941 Truax Pass,Winter Haven,FL,33884,jberndtly@a8.net,"$6,308",38lb bond,Delivered,Cold Call,Andy Bernard,10.00%,,$630.80,Sep 2024
9/16/24,Daisi Tasseler,218 Cody Alley,Melbourne,FL,32919,dtasselermo@example.com,"$3,022",38lb bond,Delivered,Cold Call,Danny Cordray,10.00%,,$302.20,Sep 2024
9/16/24,Emmy Fear,448 Debra Circle,Saint Louis,MO,63167,efearnk@independent.co.uk,"$3,018",65lb cover stock,Delivered,Purchased Leads,Andy Bernard,10.00%,,$301.80,Sep 2024
9/17/24,Lurline Burkart,8881 Pennsylvania Point,Columbia,SC,29215,lburkart2@yahoo.com,"$7,840",Airstream Deluze A4,Delivered,Client Referral,Phyllis Vance,10.00%,,$784.00,Sep 2024
9/17/24,Karleen Milby,1 Derek Point,Brockton,MA,2405,kmilby1i@wix.com,"$9,467",38lb bond,Delivered,Cold Call,Andy Bernard,10.00%,,$946.70,Sep 2024
9/17/24,Neda Colleymore,028 Holmberg Place,Saint Louis,MO,63196,ncolleymorea2@stanford.edu,"$8,668",65lb cover stock,Delivered,Cold Call,Phyllis Vance,10.00%,,$866.80,Sep 2024
9/17/24,Giuditta Heath,07 Algoma Park,Akron,OH,44310,gheathqe@php.net,"$6,031",20lb letter stock,Delivered,Inbound Call,Danny Cordray,10.00%,,$603.10,Sep 2024
9/18/24,Judith Davidovici,18 Sachtjen Pass,Santa Rosa,CA,95405,jdavidovici1l@ebay.co.uk,"$6,576",38lb bond,Delivered,Inbound Call,Dwight Schrute,10.00%,,$657.60,Sep 2024
9/18/24,Keeley Ottery,88689 Arizona Avenue,Des Moines,IA,50320,kotterydv@telegraph.co.uk,"$4,705",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$470.50,Sep 2024
9/19/24,Blane Conen,05421 Basil Place,Fresno,CA,93704,bconen4e@google.fr,"$6,661",Premium Copy Paper,Delivered,Client Referral,Danny Cordray,10.00%,,$666.10,Sep 2024
9/21/24,Jillane Tredgold,42 Buell Drive,Gadsden,AL,35905,jtredgold7h@google.pl,"$3,994",38lb bond,Delivered,Cold Call,Phyllis Vance,10.00%,,$399.40,Sep 2024
9/21/24,Junina Pynn,0109 Helena Trail,Bellevue,WA,98008,jpynngh@usa.gov,"$1,532",Airstream Deluze A4,Delivered,Cold Call,Stanley Hudson,10.00%,,$153.20,Sep 2024
9/21/24,Petra Stillwell,82 Parkside Trail,Oklahoma City,OK,73179,pstillwellgo@ed.gov,"$8,770",20lb letter stock,Delivered,Client Referral,Phyllis Vance,10.00%,,$877.00,Sep 2024
9/21/24,Pen Anthiftle,011 Arkansas Street,Fairfield,CT,6825,panthiftlepv@t-online.de,"$7,033",20lb letter stock,Delivered,Cold Call,Jim Halpert,10.00%,,$703.30,Sep 2024
9/22/24,Warde Ledson,92587 Kensington Way,Las Vegas,NV,89145,wledsonjh@163.com,"$3,007",HQ 28lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$300.70,Sep 2024
9/22/24,Abel Klemencic,617 Di Loreto Lane,New York City,NY,10184,aklemencicma@ox.ac.uk,"$5,485",20lb letter stock,Delivered,Inbound Call,Pam Halpert,10.00%,,$548.50,Sep 2024
9/23/24,Woodrow Ripping,838 Autumn Leaf Road,Los Angeles,CA,90030,wrippingnq@de.vu,"$4,866",HQ 28lb bond,Delivered,Client Referral,Andy Bernard,10.00%,,$486.60,Sep 2024
9/24/24,Mylo Heighway,14 Buena Vista Point,Albany,NY,12205,mheighway53@blogger.com,"$5,872",HQ 28lb bond,Delivered,Cold Call,Jim Halpert,10.00%,,$587.20,Sep 2024
9/24/24,Ramonda Lutty,1952 Spaight Alley,Fort Worth,TX,76134,rlutty84@walmart.com,"$5,916",Premium Copy Paper,Delivered,Client Referral,Dwight Schrute,10.00%,,$591.60,Sep 2024
9/25/24,Grenville Snelle,6 Eagle Crest Crossing,Evansville,IN,47712,gsnellekq@aol.com,"$3,557",Ultra-White Cardstock,Delivered,Cold Call,Dwight Schrute,10.00%,,$355.70,Sep 2024
9/26/24,Jo Blees,14 Charing Cross Street,Miami,FL,33142,jblees2q@wiley.com,"$8,101",65lb cover stock,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$810.10,Sep 2024
9/26/24,Joey Dell Casa,05 Briar Crest Point,Saint Louis,MO,63143,jdelllt@nsw.gov.au,"$1,271",38lb bond,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$127.10,Sep 2024
9/27/24,Claudianus Lye,9015 Orin Pass,Seattle,WA,98127,clye5i@discuz.net,"$2,699",Airstream Deluze A4,Delivered,Ryan's Website,Stanley Hudson,10.00%,,$269.90,Sep 2024
9/27/24,Chickie Medcraft,724 Jenifer Place,Shreveport,LA,71161,cmedcraftg4@hud.gov,"$7,136",HQ 28lb bond,Delivered,Cold Call,Danny Cordray,10.00%,,$713.60,Sep 2024
9/27/24,Sebastian Rallin,22 Sunbrook Street,Waterloo,IA,50706,srallinr6@facebook.com,"$5,446",20lb letter stock,Delivered,Purchased Leads,Phyllis Vance,10.00%,,$544.60,Sep 2024
9/28/24,Court Brogioni,0 North Circle,Ashburn,VA,22093,cbrogioni8a@xing.com,"$9,272",65lb cover stock,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$927.20,Sep 2024
9/28/24,Michele Harpham,63049 Division Plaza,Greensboro,NC,27425,mharphamee@oakley.com,"$9,475",65lb cover stock,Delivered,Cold Call,Andy Bernard,10.00%,,$947.50,Sep 2024
9/28/24,Norbert Tomkys,7 Elka Center,West Palm Beach,FL,33421,ntomkyshc@scientificamerican.com,"$9,228",65lb cover stock,Delivered,Cold Call,Jim Halpert,10.00%,,$922.80,Sep 2024
9/29/24,Peri Gibbieson,9 Lyons Court,Shawnee Mission,KS,66205,pgibbiesoni4@nytimes.com,"$7,191",38lb bond,Delivered,Cold Call,Jim Halpert,10.00%,,$719.10,Sep 2024
9/30/24,Alexio Dalgleish,205 Badeau Trail,Evansville,IN,47725,adalgleish2c@purevolume.com,"$5,078",20lb letter stock,Delivered,Cold Call,Andy Bernard,10.00%,,$507.80,Sep 2024
9/30/24,Lorin Cloke,2064 Killdeer Terrace,Des Moines,IA,50981,lcloke34@chronoengine.com,"$4,738",65lb cover stock,Delivered,Cold Call,Jim Halpert,10.00%,,$473.80,Sep 2024
9/30/24,Alvis Cleveland,42 Schurz Park,Sacramento,CA,94250,acleveland46@google.com.au,"$7,356",Airstream Deluze A4,Delivered,Inbound Call,Andy Bernard,10.00%,,$735.60,Sep 2024
9/30/24,Base Kearey,1 Spaight Parkway,Huntington,WV,25770,bkearey4n@yahoo.com,"$4,097",38lb bond,Delivered,Yellow Pages,Phyllis Vance,10.00%,,$409.70,Sep 2024
9/30/24,Agnese Kiloh,687 Memorial Alley,Fort Lauderdale,FL,33320,akiloha8@free.fr,"$7,431",65lb cover stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$743.10,Sep 2024
9/30/24,Marguerite Sinnott,0 Riverside Junction,Amarillo,TX,79176,msinnottjv@businesswire.com,"$3,831",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$383.10,Sep 2024
9/30/24,Ezekiel Sivorn,74 Lukken Plaza,Norcross,GA,30092,esivornl7@va.gov,"$7,084",Sticky Quips,Delivered,Cold Call,Andy Bernard,10.00%,,$708.40,Sep 2024
9/30/24,Rochette Ecclestone,2437 Trailsway Circle,Cincinnati,OH,45223,recclestoneol@gizmodo.com,"$2,767",Ultra-White Cardstock,Delivered,Client Referral,Dwight Schrute,10.00%,,$276.70,Sep 2024
10/1/24,Ivette Woodings,298 Rowland Avenue,Houston,TX,77223,iwoodingso3@list-manage.com,"$9,948",Airstream Deluze A4,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$994.80,Oct 2024
10/2/24,Emilia Curzon,1 Spohn Crossing,Atlanta,GA,30375,ecurzonde@ebay.co.uk,"$6,107",65lb cover stock,Delivered,Cold Call,Jim Halpert,10.00%,,$610.70,Oct 2024
10/2/24,Amaleta Jury,7 Kennedy Trail,San Antonio,TX,78250,ajuryk2@bloomberg.com,"$7,766",Ultra-White Cardstock,Delivered,Inbound Call,Phyllis Vance,10.00%,,$776.60,Oct 2024
10/3/24,Mavra Storrs,75 Sherman Alley,Elmira,NY,14905,mstorrsda@prlog.org,"$9,106",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$910.60,Oct 2024
10/3/24,Layne Havenhand,892 Spaight Pass,Saint Paul,MN,55188,lhavenhanddu@accuweather.com,"$9,764",Ultra-White Cardstock,Delivered,Client Referral,Stanley Hudson,10.00%,,$976.40,Oct 2024
10/4/24,Alverta Anthony,10 Northridge Trail,Waterbury,CT,6726,aanthony5y@delicious.com,"$4,387",Sticky Quips,Delivered,Client Referral,Dwight Schrute,10.00%,,$438.70,Oct 2024
10/4/24,Letisha Andrysek,7 Lindbergh Alley,Amarillo,TX,79105,landrysekgv@github.com,"$9,312",20lb letter stock,Delivered,Yellow Pages,Dwight Schrute,10.00%,,$931.20,Oct 2024
10/4/24,Gerardo D'Ambrogi,0 Mcguire Center,Shawnee Mission,KS,66215,gdambrogimj@irs.gov,"$4,393",Airstream Deluze A4,Delivered,Cold Call,Karen Filippelli,10.00%,,$439.30,Oct 2024
10/5/24,Deirdre Kienle,097 Ryan Circle,Houston,TX,77212,dkienle3r@google.pl,"$9,575",20lb letter stock,Delivered,Cold Call,Phyllis Vance,10.00%,,$957.50,Oct 2024
10/5/24,Ardene Rabbitts,775 Stephen Crossing,Memphis,TN,38150,arabbittsf8@answers.com,"$1,409",20lb letter stock,Delivered,Client Referral,Stanley Hudson,10.00%,,$140.90,Oct 2024
10/6/24,Clovis Willcocks,3 School Court,Washington,DC,20046,cwillcocksm4@amazon.de,"$4,416",20lb letter stock,Delivered,Cold Call,Danny Cordray,10.00%,,$441.60,Oct 2024
10/7/24,Sybille Doiley,57101 Marcy Parkway,Biloxi,MS,39534,sdoileypl@sun.com,"$1,228",Airstream Deluze A4,Delivered,Yellow Pages,Karen Filippelli,10.00%,,$122.80,Oct 2024
10/7/24,Gleda Geelan,6153 Spaight Court,Canton,OH,44705,ggeelanpq@ed.gov,"$3,453",Ultra-White Cardstock,Delivered,Cold Call,Pam Halpert,10.00%,,$345.30,Oct 2024
10/7/24,Kristoforo Mankor,0 West Crossing,Memphis,TN,38104,kmankorq8@sogou.com,"$3,467",Premium Copy Paper,Delivered,Cold Call,Dwight Schrute,10.00%,,$346.70,Oct 2024
10/8/24,Winfred Lymer,50851 Delaware Parkway,Tucson,AZ,85748,wlymer58@sourceforge.net,"$7,209",Airstream Deluze A4,Delivered,Cold Call,Danny Cordray,10.00%,,$720.90,Oct 2024
10/8/24,Demetrius Hassekl,835 Farragut Alley,Cleveland,OH,44111,dhasseklbc@wikia.com,"$7,831",Premium Copy Paper,Delivered,Inbound Call,Danny Cordray,10.00%,,$783.10,Oct 2024
10/8/24,Lamond Kean,4405 Petterle Drive,Hartford,CT,6105,lkeanlz@posterous.com,"$4,206",20lb letter stock,Delivered,Inbound Call,Danny Cordray,10.00%,,$420.60,Oct 2024
10/8/24,Letizia Christopherson,105 Union Terrace,Detroit,MI,48224,lchristophersonro@feedburner.com,"$4,980",65lb cover stock,Delivered,Purchased Leads,Dwight Schrute,10.00%,,$498.00,Oct 2024
10/9/24,Melina Orrocks,5 La Follette Center,Everett,WA,98206,morrocksr@zdnet.com,"$3,078",38lb bond,Delivered,Cold Call,Jim Halpert,10.00%,,$307.80,Oct 2024
10/9/24,Meaghan Lyford,3663 Maple Wood Circle,Daytona Beach,FL,32128,mlyford36@nhs.uk,"$8,198",38lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$819.80,Oct 2024
10/9/24,Dorry Antonognoli,12 Summer Ridge Center,Roanoke,VA,24034,dantonognoli3c@themeforest.net,"$6,495",Airstream Deluze A4,Delivered,Cold Call,Stanley Hudson,10.00%,,$649.50,Oct 2024
10/9/24,Tanhya Paur,2447 Russell Street,San Antonio,TX,78225,tpaur8r@narod.ru,"$8,234",20lb letter stock,Delivered,Client Referral,Stanley Hudson,10.00%,,$823.40,Oct 2024
10/9/24,Malynda Bassham,6313 Warner Pass,Portland,OR,97211,mbasshami1@trellian.com,"$4,390",38lb bond,Delivered,Inbound Call,Dwight Schrute,10.00%,,$439.00,Oct 2024
10/9/24,Ronnie Rispen,46 Laurel Circle,Fort Lauderdale,FL,33330,rrispeno8@tmall.com,"$7,798",65lb cover stock,Delivered,Purchased Leads,Jim Halpert,10.00%,,$779.80,Oct 2024
10/10/24,Darn Hallybone,2203 Sloan Plaza,New York City,NY,10155,dhallybone17@webmd.com,"$2,843",HQ 28lb bond,Delivered,Inbound Call,Stanley Hudson,10.00%,,$284.30,Oct 2024
10/10/24,Kassia Ells,43 Ridge Oak Hill,Orlando,FL,32813,kellsgk@yellowpages.com,"$7,186",20lb letter stock,Delivered,Cold Call,Jim Halpert,10.00%,,$718.60,Oct 2024
10/10/24,Kurtis Scotchford,5 Rigney Lane,Reston,VA,20195,kscotchfordhy@msu.edu,"$8,531",20lb letter stock,Delivered,Purchased Leads,Stanley Hudson,10.00%,,$853.10,Oct 2024
10/10/24,Aura Harriott,3323 Eliot Circle,Burbank,CA,91520,aharriotthz@altervista.org,"$6,241",HQ 28lb bond,Delivered,Cold Call,Dwight Schrute,10.00%,,$624.10,Oct 2024
10/10/24,Wylie Docwra,9 Nancy Junction,Baltimore,MD,21281,wdocwraj4@patch.com,"$3,581",20lb letter stock,Delivered,Client Referral,Dwight Schrute,10.00%,,$358.10,Oct 2024
10/10/24,Margy Higginbottam,137 Ridgeway Street,Seattle,WA,98148,mhigginbottamo5@printfriendly.com,"$4,253",20lb letter stock,Delivered,Cold Call,Dwight Schrute,10.00%,,$425.30,Oct 2024
10/11/24,Chevalier Varnals,0832 Laurel Park,Escondido,CA,92030,cvarnals64@theguardian.com,"$5,507",Premium Copy Paper,Delivered,Cold Call,Dwight Schrute,10.00%,,$550.70,Oct 2024
